ID,Name,Nationality,Club,Position,Age,Overall,Predicted_Overall,Residual
199010,A. Boyle,Republic of Ireland,Dundee FC,CB,27,66,66.41999816894531,-0.42
237410,V. Kravets,Ukraine,CD Lugo,LB,20,66,65.97000122070312,0.03
173666,N. Law,England,Exeter City,LM,30,66,66.04000091552734,-0.04
243554,Basilio,Spain,CF Rayo Majadahonda,GK,34,66,65.94999694824219,0.05
183138,K. Pearce,Barbados,Mansfield Town,CB,28,66,65.94999694824219,0.05
235619,M. Edwards,England,Excelsior,RM,19,66,66.0199966430664,-0.02
105827,P. Brożek,Poland,Wisła Kraków,ST,35,66,65.87999725341797,0.12
245091,L. Ravanelli,Italy,Padova,RCB,21,66,66.05999755859375,-0.06
193123,A. Taylor,Wales,Northampton Town,RCB,27,66,65.98999786376953,0.01
214884,M. Nalepa,Poland,Lechia Gdańsk,RCB,25,66,66.19000244140625,-0.19
222052,Lee Myung Jae,Korea Republic,Ulsan Hyundai FC,LB,24,66,66.04000091552734,-0.04
241252,Tang Xin,China PR,Guizhou Hengfeng FC,LB,27,66,65.66000366210938,0.34
226405,A. Arregui,Argentina,San Martin de Tucumán,RCM,25,66,65.63999938964844,0.36
228197,H. El Sayed,Egypt,Ettifaq FC,LB,26,66,65.93000030517578,0.07
186725,D. Horst,United States,Real Salt Lake,CB,32,66,65.87000274658203,0.13
204134,Álex Barrera,Spain,Extremadura UD,CM,27,66,66.18000030517578,-0.18
221286,Ricardo Vaz,Portugal,CF Reus Deportiu,LM,23,66,65.88999938964844,0.11
238694,L. Röser,Germany,SG Dynamo Dresden,ST,24,66,66.27999877929688,-0.28
245350,C. Feraud,Ecuador,Al Hazem,CDM,27,66,65.26000213623047,0.74
238951,R. Eckardt,Germany,FC Carl Zeiss Jena,RDM,28,66,66.0,0.0
205672,K. Heerings,Netherlands,Fortuna Sittard,CB,28,66,65.88999938964844,0.11
230504,Lorenzao Masca,Brazil,Cruzeiro,ST,34,66,65.86000061035156,0.14
240744,M. Ojeda,Argentina,Racing Club,LM,19,66,66.47000122070312,-0.47
242792,M. Ndockyt,Congo,RCD Mallorca,CAM,19,66,65.91999816894531,0.08
193896,P. Funk,Germany,VfR Aalen,LCM,28,66,65.91999816894531,0.08
209001,M. Fallatah,Saudi Arabia,Al Hilal,ST,30,66,66.19000244140625,-0.19
218729,Euller,Brazil,Al Shabab,LB,23,66,65.76000213623047,0.24
221801,Liao Lisheng,China PR,Guangzhou Evergrande Taobao FC,CDM,25,66,66.31999969482422,-0.32
227945,S. Findlay,Scotland,Kilmarnock,LCB,22,66,65.91999816894531,0.08
229993,H. Sönmez,Turkey,Atiker Konyaspor,ST,27,66,65.93000030517578,0.07
223082,W. Norris,England,Wolverhampton Wanderers,GK,24,66,66.12000274658203,-0.12
223594,M. Spano Rahou,France,Grenoble Foot 38,LCB,23,66,65.7300033569336,0.27
223850,L. Zarandia,Georgia,Arka Gdynia,RM,22,66,66.2300033569336,-0.23
188522,Fábinho,Brazil,Philadelphia Union,LB,33,66,65.98999786376953,0.01
223339,Zé Manuel,Portugal,Santa Clara,LW,27,66,65.87000274658203,0.13
224875,B. Innocent,Nigeria,Malmö FF,CDM,22,66,66.11000061035156,-0.11
225387,L. Page,England,Charlton Athletic,LB,22,66,65.86000061035156,0.14
228715,B. Van Durmen,Belgium,Royal Excel Mouscron,CDM,21,66,66.11000061035156,-0.11
228971,Jano,Spain,SV Mattersburg,RCM,31,66,66.04000091552734,-0.04
197996,E. Larsson,Sweden,Malmö FF,RWB,26,66,66.02999877929688,-0.03
200812,M. Ehmer,Germany,Gillingham,RCB,26,66,64.86000061035156,1.14
224108,V. Solomon-Otabor,Nigeria,Birmingham City,LM,22,66,66.38999938964844,-0.39
237420,V. Janjičić,Switzerland,Hamburger SV,CDM,19,66,65.52999877929688,0.47
242028,R. Blanco,Argentina,Curicó Unido,CAM,28,66,65.9000015258789,0.1
190060,N. Toko,DR Congo,Al Fateh,RDM,27,66,66.0199966430664,-0.02
210029,J. Rafferty,Republic of Ireland,Rochdale,RB,24,66,66.20999908447266,-0.21
211565,Higinio,Spain,CD Numancia,ST,24,66,66.12000274658203,-0.12
230509,Danilo Sacrio,Brazil,Paraná,ST,26,66,65.86000061035156,0.14
234093,T. Szántó,Hungary,SK Rapid Wien,CAM,22,66,66.4000015258789,-0.4
173165,N. Ravaglia,Italy,US Cremonese,GK,29,66,66.22000122070312,-0.22
229742,H. Alpsoy,Turkey,Antalyaspor,CDM,21,66,65.93000030517578,0.07
210543,M. Migliorini,Italy,US Salernitana 1919,CB,26,66,65.98999786376953,0.01
230511,Emílio Trevões,Brazil,Vitória,ST,30,66,66.0,0.0
236399,L. Bergsma,Netherlands,AZ Alkmaar,CB,21,66,66.01000213623047,-0.01
179055,A. Marciniak,Poland,Arka Gdynia,LB,29,66,66.0199966430664,-0.02
183407,S. Kotysch,Germany,Sint-Truidense VV,CB,29,66,65.94000244140625,0.06
202864,N. Peñailillo,Chile,Deportes Iquique,LB,26,66,65.94000244140625,0.06
224624,Fu Huan,China PR,Shanghai SIPG FC,RB,24,66,65.91000366210938,0.09
226928,B. Emir,Turkey,Göztepe SK,LB,30,66,65.9800033569336,0.02
230512,Flávio Triginho,Brazil,Botafogo,ST,34,66,66.01000213623047,-0.01
101488,D. Haas,Germany,FC Erzgebirge Aue,GK,34,66,65.9800033569336,0.02
188272,Magno Novaes,Brazil,AS Béziers,GK,35,66,65.87000274658203,0.13
192624,S. Ferguson,Northern Ireland,Millwall,LM,26,66,65.98999786376953,0.01
198257,S. Sinovic,United States,Sporting Kansas City,LB,31,66,65.9800033569336,0.02
229745,B. Enobakhare,Nigeria,Kilmarnock,RW,20,66,66.37999725341797,-0.38
164465,T. McMahon,England,Oxford United,RB,32,66,65.91000366210938,0.09
212338,E. Ba,France,Racing Club de Lens,RDM,25,66,65.73999786376953,0.26
214386,C. Ayala,Colombia,Rionegro Águilas,LDM,32,66,65.86000061035156,0.14
202611,Manuel Sánchez,Spain,Elche CF,CDM,30,66,66.18000030517578,-0.18
205939,O. Bulut,Germany,Eintracht Braunschweig,LCM,24,66,66.2699966430664,-0.27
211059,R. Godínez,Mexico,Lobos BUAP,CB,25,66,66.01000213623047,-0.01
163955,S. Anderson,Scotland,St. Johnstone FC,CB,32,66,65.93000030517578,0.07
231027,A. Marchesano,Switzerland,FC Zürich,CM,27,66,66.30999755859375,-0.31
235379,E. Ndoj,Albania,Brescia,RCM,21,66,66.31999969482422,-0.32
209268,D. Rose,England,Portsmouth,CM,30,66,65.95999908447266,0.04
211828,J. Oumari,Lebanon,Sagan Tosu,LCB,29,66,65.86000061035156,0.14
215668,R. Festersen,Denmark,Odense Boldklub,ST,31,66,66.0,0.0
157300,J. Blayac,France,GFC Ajaccio,ST,35,66,65.87999725341797,0.12
242036,M. Ljujić,Serbia,Os Belenenses,CAM,24,66,66.20999908447266,-0.21
244340,R. Vodišek,Slovenia,Genoa,GK,19,66,65.7699966430664,0.23
52340,M. Marić,Switzerland,FC Lugano,RCB,34,66,66.2699966430664,-0.27
163445,L. Frecklington,Republic of Ireland,Lincoln City,LCM,32,66,66.01000213623047,-0.01
241781,M. Awad,Egypt,Al Wehda,GK,25,66,65.91000366210938,0.09
191861,Dong Xuesheng,China PR,Hebei China Fortune FC,ST,29,66,66.08000183105469,-0.08
225654,J. Düker,Germany,SC Paderborn 07,CF,22,66,66.02999877929688,-0.03
236918,A. Dreyer,Denmark,Brighton & Hove Albion,RM,20,66,66.1500015258789,-0.15
237942,P. Estupiñán,Ecuador,RCD Mallorca,LB,20,66,65.87000274658203,0.13
211831,D. Mast,Germany,FC Würzburger Kickers,LM,26,66,66.12999725341797,-0.13
234359,Andoni López,Spain,UD Almería,LB,22,66,66.16999816894531,-0.17
171895,F. Canales,Mexico,Lobos BUAP,GK,31,66,65.8499984741211,0.15
239479,S. Scappini,Italy,Cittadella,RS,30,66,65.94000244140625,0.06
216184,S. Nutz,Austria,SCR Altach,CAM,26,66,66.41999816894531,-0.42
218744,J. Byrne,Republic of Ireland,Shamrock Rovers,CM,22,66,65.7699966430664,0.23
230264,Dilson Calegari,Brazil,Vitória,CAM,34,66,65.86000061035156,0.14
183160,Cris,Portugal,CD Feirense,RDM,34,66,66.1500015258789,-0.15
197241,K. Pannewitz,Germany,FC Carl Zeiss Jena,LDM,26,66,66.18000030517578,-0.18
201081,B. Kopacz,Poland,Zagłębie Lubin,RB,26,66,66.11000061035156,-0.11
156025,H. Patronen,Finland,HJK Helsinki,CB,34,66,66.05000305175781,-0.05
224121,A. Capello,Italy,Padova,LS,22,66,66.29000091552734,-0.29
224633,He Guan,China PR,Shanghai SIPG FC,RCB,25,66,66.16000366210938,-0.16
182905,V. Skjerve,Norway,FK Haugesund,CB,30,66,66.0199966430664,-0.02
190585,S. Williams,United States,LA Galaxy,RB,28,66,65.87999725341797,0.12
214906,A. Hughes,Wales,Preston North End,LB,26,66,66.11000061035156,-0.11
234874,M. Jansen,Germany,SV Sandhausen,CDM,25,66,66.0999984741211,-0.1
235642,R. Yates,England,Nottingham Forest,CM,20,66,66.0,0.0
235899,D. Zeefuik,Netherlands,FC Groningen,RB,20,66,66.13999938964844,-0.14
178043,F. Della Rocca,Italy,Padova,CM,30,66,65.95999908447266,0.04
208764,Z. Alomerović,Serbia,Lechia Gdańsk,GK,27,66,66.19000244140625,-0.19
216444,M. Gouaida,Tunisia,SV Sandhausen,LM,25,66,65.95999908447266,0.04
220028,S. Adekugbe,Canada,Vålerenga Fotball,LB,23,66,65.66999816894531,0.33
233084,N. Molina,Argentina,Defensa y Justicia,RB,20,66,65.76000213623047,0.24
187004,M. Maâzou,Niger,Racing Club de Lens,RM,29,66,66.0999984741211,-0.1
207741,M. Lieder,Netherlands,SønderjyskE,ST,28,66,66.05000305175781,-0.05
223357,W. Kaptoum,Cameroon,Real Betis,CM,21,66,66.05000305175781,-0.05
235133,M. Finotto,Italy,Cittadella,LS,25,66,66.58999633789062,-0.59
219518,P. Becker,Argentina,CD Antofagasta,RM,25,66,66.1500015258789,-0.15
177278,D. Rangelov,Bulgaria,FC Energie Cottbus,LS,35,66,65.88999938964844,0.11
186494,M. Oxley,England,Southend United,GK,27,66,65.51000213623047,0.49
200319,B. Coker,England,Southend United,LB,29,66,66.01000213623047,-0.01
221567,Sim Sang Min,Korea Republic,FC Seoul,LB,25,66,65.80000305175781,0.2
210304,H. Zuck,Germany,1. FC Kaiserslautern,LM,27,66,65.94000244140625,0.06
222080,H. Zapata,Colombia,La Equidad,RM,23,66,66.55999755859375,-0.56
172928,C. Lines,England,Bristol Rovers,CM,32,66,66.04000091552734,-0.04
190592,M. Sollbauer,Austria,Wolfsberger AC,RCB,28,66,66.56999969482422,-0.57
203137,R. Jansson,Sweden,AIK,LCB,26,66,66.06999969482422,-0.07
208513,A. Guido,United States,Club Tijuana,CM,24,66,66.4000015258789,-0.4
212353,I. González,Mexico,Monarcas Morelia,RB,26,66,66.16999816894531,-0.17
213377,H. Al Hazaa,Saudi Arabia,Ettifaq FC,ST,26,66,66.05000305175781,-0.05
215169,F. Castillón,Argentina,Club Atlético Aldosivi,RM,32,66,66.0199966430664,-0.02
228225,W. Harding,England,Birmingham City,RB,21,66,65.97000122070312,0.03
177793,G. Tansey,England,Aberdeen,CDM,29,66,65.93000030517578,0.07
186241,H. Ojamaa,Estonia,Miedź Legnica,LF,27,66,65.8499984741211,0.15
214914,M. Ríos,Chile,Deportes Iquique,RM,34,66,65.72000122070312,0.28
224386,M. Tévez,Argentina,Defensa y Justicia,RW,21,66,66.19000244140625,-0.19
242050,E. Sosa,Venezuela,Columbus Crew SC,CAM,22,66,65.91000366210938,0.09
213635,T. Lapslie,England,Colchester United,LDM,22,66,66.04000091552734,-0.04
226179,M. Sauer,Germany,SpVgg Greuther Fürth,RB,24,66,66.08999633789062,-0.09
234371,R. Descamps,France,Clermont Foot 63,GK,22,66,66.1500015258789,-0.15
239491,J. Álvarez,Argentina,Club Atlético Banfield,LM,22,66,66.08999633789062,-0.09
204164,A. Ludwig,Denmark,Odense Boldklub,LCB,25,66,66.4000015258789,-0.4
205956,C. Dunne,Republic of Ireland,Motherwell,LCB,25,66,65.87000274658203,0.13
214660,L. Rodríguez,Argentina,Club Atlético Tigre,LB,24,66,65.9000015258789,0.1
224388,J. Gómez,Colombia,Junior FC,CB,22,66,65.91999816894531,0.08
231044,J. Aribo,England,Charlton Athletic,LCM,21,66,66.1500015258789,-0.15
232580,Gabriel,Brazil,LOSC Lille,CB,20,66,66.11000061035156,-0.11
234372,C. Machado,Bolivia,New England Revolution,CDM,28,66,66.37000274658203,-0.37
121988,L. Kruse,Germany,Eintracht Braunschweig,GK,34,66,65.9000015258789,0.1
191108,S. McConville,England,Accrington Stanley,LM,29,66,66.05999755859375,-0.06
193412,D. Drocco,Argentina,Club Atlético Huracán,CM,29,66,66.05000305175781,-0.05
216709,A. Sušac,Croatia,VfL Osnabrück,RCB,29,66,65.87999725341797,0.12
229509,M. Perlak,Austria,SV Mattersburg,CAM,32,66,66.0,0.0
165509,B. Clarke,Republic of Ireland,Charlton Athletic,ST,30,66,65.98999786376953,0.01
232581,Eduardo,Brazil,Kawasaki Frontale,CB,25,66,65.6500015258789,0.35
199046,K. Dawson,Republic of Ireland,Cheltenham Town,RM,28,66,66.02999877929688,-0.03
220038,H. McGahey,England,Rochdale,RCB,22,66,66.0999984741211,-0.1
222342,Gu Chao,China PR,Jiangsu Suning FC,GK,28,66,66.38999938964844,-0.39
232070,R. Caballero,Paraguay,Rionegro Águilas,ST,27,66,65.61000061035156,0.39
236166,Ever Rodeiro,Brazil,Botafogo,CAM,34,66,66.02999877929688,-0.03
246406,X. Arreaga,Ecuador,Free Agent,CB,23,66,65.88999938964844,0.11
187014,C. Cercado,Mexico,Lobos BUAP,CB,29,66,65.83000183105469,0.17
197511,H. Al Raheb,Saudi Arabia,Al Shabab,ST,34,66,65.83000183105469,0.17
198279,C. Schuler,United States,Orlando City SC,CB,30,66,65.9800033569336,0.02
199815,S. Mantom,England,Southend United,RDM,26,66,66.41000366210938,-0.41
203399,O. Bouy,Netherlands,PEC Zwolle,LCB,25,66,66.37000274658203,-0.37
209287,J. Dongou Tsafack,Cameroon,CD Lugo,ST,23,66,66.0199966430664,-0.02
216199,P. Mainka,Germany,1. FC Heidenheim 1846,RCB,23,66,65.80000305175781,0.2
172423,A. Kantari,Morocco,Valenciennes FC,LCB,33,66,65.80000305175781,0.2
245383,T. Mavromatis,Greece,Panathinaikos FC,LCB,21,66,65.97000122070312,0.03
224648,Li Lei,China PR,Beijing Sinobo Guoan FC,LB,26,66,66.06999969482422,-0.07
236168,Raphael Doninho,Brazil,Grêmio,CAM,30,66,66.18000030517578,-0.18
177544,K. Bülow,Germany,FC Hansa Rostock,LDM,32,66,65.9800033569336,0.02
199049,R. Magyar,Sweden,SpVgg Greuther Fürth,LCB,27,66,66.01000213623047,-0.01
208521,F. Brillant,France,DC United,RCB,33,66,66.0,0.0
157321,K. Tamada,Japan,Nagoya Grampus,RF,38,66,66.01000213623047,-0.01
223369,M. Ballmert,Germany,SV Meppen,RB,24,66,65.75,0.25
226697,M. Laínez,Mexico,Lobos BUAP,RM,22,66,65.97000122070312,0.03
207754,K. Mayi,France,Stade Brestois 29,ST,25,66,66.27999877929688,-0.28
208778,N. Manfredini,Italy,Spezia,GK,30,66,65.95999908447266,0.04
232586,K. Koizumi,Japan,Kashiwa Reysol,RB,23,66,65.87000274658203,0.13
202123,C. Aneke,England,Milton Keynes Dons,ST,24,66,66.20999908447266,-0.21
206219,Juan Cruz,Spain,Elche CF,LB,25,66,65.80000305175781,0.2
219531,S. Olivarez,Argentina,Belgrano de Córdoba,CB,26,66,66.06999969482422,-0.07
223115,P. Gladon,Netherlands,Sint-Truidense VV,ST,26,66,66.11000061035156,-0.11
232331,E. Aydoğan,Turkey,Bursaspor,CM,21,66,66.44000244140625,-0.44
243851,V. Pule,South Africa,Orlando Pirates,LW,26,66,65.87999725341797,0.12
244363,Daniel Fuzato,Brazil,Roma,GK,20,66,65.70999908447266,0.29
211340,G. Valverde,Bolivia,Free Agent,RCB,28,66,65.63999938964844,0.36
27532,D. de Vries,Netherlands,Celtic,GK,37,66,66.08000183105469,-0.08
170636,A. Lithgow,Scotland,Livingston FC,LCB,30,66,66.02999877929688,-0.03
198285,L. Nicholls,England,Milton Keynes Dons,GK,25,66,66.13999938964844,-0.14
201869,R. Teibert,Canada,Vancouver Whitecaps FC,CDM,25,66,65.97000122070312,0.03
214669,M. Figueroa,Argentina,San Martin de Tucumán,ST,28,66,66.20999908447266,-0.21
223885,A. Nübel,Germany,FC Schalke 04,GK,21,66,66.1500015258789,-0.15
231821,Z. Al Sahafi,Saudi Arabia,Al Ittihad,CB,24,66,65.6500015258789,0.35
235149,J. Schouten,Netherlands,Excelsior,RDM,21,66,66.30999755859375,-0.31
238989,R. Rep,Slovenia,TSV Hartberg,CAM,28,66,65.95999908447266,0.04
183437,M. Rubin,Italy,Foggia,LB,30,66,66.12999725341797,-0.13
184461,L. Guldan,Slovakia,Zagłębie Lubin,LCB,35,66,65.9000015258789,0.1
189325,C. Telo,Sweden,Molde FK,LB,28,66,65.91999816894531,0.08
208014,M. Pearson,England,Luton Town,RCB,24,66,65.80999755859375,0.19
233870,Ricardo Alves,Portugal,CD Tondela,CB,27,66,66.66999816894531,-0.67
235918,T. Paredes,Paraguay,Newell's Old Boys,CB,25,66,66.37000274658203,-0.37
236174,Kauã Reisende,Brazil,Bahia,CAM,26,66,65.81999969482422,0.18
193166,L. Madrigal,Mexico,Monterrey,ST,25,66,66.2699966430664,-0.27
203151,Augusto César,Brazil,Querétaro,CAM,25,66,66.08999633789062,-0.09
152463,D. Holm,Norway,Vålerenga Fotball,RDM,32,66,66.08000183105469,-0.08
232847,Y. Akimoto,Japan,Shonan Bellmare,GK,30,66,65.9000015258789,0.1
179855,J. Beckford,Jamaica,Bury,ST,34,66,65.9800033569336,0.02
189839,N. Crovetto,Chile,Audax Italiano,LB,32,66,65.91999816894531,0.08
232848,Y. Maruyama,Japan,Nagoya Grampus,CB,29,66,65.93000030517578,0.07
234640,B. Jatta,Gambia,Hamburger SV,LM,20,66,65.88999938964844,0.11
192912,G. Merebashvili,Georgia,Wisła Płock,LM,31,66,66.13999938964844,-0.14
657,D. Vaughan,Wales,Notts County,CDM,35,66,66.0,0.0
225169,T. Mauricio,France,Valenciennes FC,RM,24,66,66.27999877929688,-0.28
233105,K. Dougall,Australia,Barnsley,CDM,25,66,65.7300033569336,0.27
186513,D. Arreola,Mexico,Puebla FC,LCB,32,66,66.04000091552734,-0.04
202131,J. Cousins,England,Queens Park Rangers,CM,24,66,65.55000305175781,0.45
214419,J. Duma,Argentina,CD Antofagasta,RW,24,66,65.62999725341797,0.37
172179,T. Spurr,England,Fleetwood Town,LB,30,66,66.08999633789062,-0.09
243859,J. Martínez,Peru,CF Rayo Majadahonda,ST,23,66,66.06999969482422,-0.07
205460,C. Schoppenhauer,Germany,FC St. Pauli,CB,26,66,66.13999938964844,-0.14
211604,L. Roberts,England,Walsall,GK,23,66,66.0,0.0
244884,M. Pellegrini,Argentina,Estudiantes de La Plata,LM,18,66,66.08000183105469,-0.08
144021,C. Schwegler,Switzerland,FC Luzern,RB,34,66,66.08000183105469,-0.08
155541,K. Petersen,Denmark,Odense Boldklub,CB,33,66,65.91000366210938,0.09
223125,J. Vet,Netherlands,De Graafschap,CDM,24,66,65.5199966430664,0.48
232853,H. Kawano,Japan,Sagan Tosu,RM,28,66,66.0199966430664,-0.02
233109,F. Stokkers,Netherlands,Fortuna Sittard,ST,22,66,65.91999816894531,0.08
235925,G. Gómez,Argentina,Racing Club,GK,22,66,66.2300033569336,-0.23
193173,M. Lund,Northern Ireland,Scunthorpe United,LCM,27,66,65.72000122070312,0.28
200086,M. Jankowski,Poland,Arka Gdynia,ST,28,66,65.8499984741211,0.15
230038,A. Maisonnial,France,FC Sion,GK,20,66,66.0199966430664,-0.02
232342,M. Lugo,Paraguay,Belgrano de Córdoba,RCM,28,66,66.2300033569336,-0.23
232598,D. Niwa,Japan,FC Tokyo,CB,32,66,65.88999938964844,0.11
234646,C. Riegler,Austria,SKN St. Pölten,GK,26,66,65.87000274658203,0.13
235670,R. Lundqvist,Sweden,PSV,CAM,21,66,66.11000061035156,-0.11
241814,S. Muniru,Ghana,Yeni Malatyaspor,CDM,25,66,66.16999816894531,-0.17
182422,Zhang Lu,China PR,Tianjin Quanjian FC,GK,30,66,66.02999877929688,-0.03
203415,J. Reeves,England,Bradford City,CM,25,66,66.12000274658203,-0.12
161943,E. Ward,England,Notts County,LCB,33,66,65.87000274658203,0.13
202904,J. Tamm,Estonia,Sarpsborg 08 FF,LCB,26,66,66.04000091552734,-0.04
212120,M. Heylen,Belgium,SV Zulte-Waregem,RCB,24,66,65.95999908447266,0.04
214680,G. Gallon,France,US Orléans Loiret Football,GK,25,66,66.04000091552734,-0.04
222104,T. Adarabioyo,England,West Bromwich Albion,CB,20,66,65.76000213623047,0.24
169112,L. Martin,England,Exeter City,LM,31,66,66.02999877929688,-0.03
245144,F. Ferrari,Italy,Brescia,ST,22,66,65.87000274658203,0.13
194200,Trujillo,Spain,UD Almería,CB,30,66,65.94000244140625,0.06
136601,Kim Yong Dae,Korea Republic,Ulsan Hyundai FC,GK,38,66,66.08999633789062,-0.09
220569,E. Babayan,Armenia,Hobro IK,LM,22,66,65.79000091552734,0.21
243609,Diogo Santos,Portugal,Santa Clara,CDM,33,66,65.87000274658203,0.13
244377,T. Borevković,Croatia,Rio Ave FC,RCB,21,66,66.01000213623047,-0.01
183449,J. Jacobson,Wales,Wycombe Wanderers,LB,31,66,66.08999633789062,-0.09
199578,Benja,Spain,Elche CF,ST,30,66,66.08000183105469,-0.08
220058,D. Phillips,England,Charlton Athletic,GK,23,66,65.97000122070312,0.03
232090,G. Aburjania,Georgia,CD Lugo,CDM,23,66,65.55999755859375,0.44
233114,J. Riley,England,Bradford City,RB,21,66,66.02999877929688,-0.03
240282,A. Matějů,Czech Republic,Brescia,RB,22,66,65.95999908447266,0.04
191130,Filipe Brigues,Portugal,GD Chaves,RB,27,66,65.72000122070312,0.28
199323,J. Zelený,Czech Republic,SK Slavia Praha,LB,25,66,65.9000015258789,0.1
215195,S. Svendsen,Norway,Hammarby IF,ST,20,66,65.87999725341797,0.12
225435,J. Moreno,Colombia,Once Caldas,CB,21,66,65.87999725341797,0.12
239259,R. Bushiri,Belgium,KAS Eupen,CB,18,66,65.95999908447266,0.04
245403,H. Rivero,Argentina,Deportivo Pasto,ST,25,66,66.08999633789062,-0.09
190619,M. Grella,United States,Columbus Crew SC,LM,31,66,66.11000061035156,-0.11
205724,I. Lanni,Italy,Ascoli,GK,28,66,66.05000305175781,-0.05
206492,A. Sané,Senegal,FC Sochaux-Montbéliard,ST,25,66,66.23999786376953,-0.24
214172,F. Castillo,Colombia,Jaguares de Córdoba,LB,28,66,65.77999877929688,0.22
215196,M. Galmarini,Argentina,Club Atlético Tigre,RM,36,66,65.98999786376953,0.01
215708,A. Monfray,France,US Orléans Loiret Football,RB,27,66,65.66999816894531,0.33
176540,B. Castillo,Colombia,Atlético Huila,GK,40,66,65.94000244140625,0.06
244892,S. Diop,France,AS Monaco,CAM,18,66,66.25,-0.25
224669,Yin Hongbo,China PR,Hebei China Fortune FC,RM,28,66,66.08000183105469,-0.08
181149,A. Hainault,Canada,1. FC Kaiserslautern,LCB,32,66,65.95999908447266,0.04
202654,D. Čotra,Serbia,Śląsk Wrocław,LB,33,66,66.0199966430664,-0.02
217758,C. Washington,Northern Ireland,Sheffield United,ST,26,66,66.95999908447266,-0.96
177310,F. Nimani,France,Neuchâtel Xamax,ST,29,66,65.95999908447266,0.04
213407,M. Macey,England,Plymouth Argyle,GK,23,66,66.05999755859375,-0.06
152735,M. Doyle,Republic of Ireland,Coventry City,LDM,36,66,65.93000030517578,0.07
236703,D. Raum,Germany,SpVgg Greuther Fürth,LM,20,66,65.97000122070312,0.03
238495,V. Retamal,Chile,Unión La Calera,RB,20,66,66.1500015258789,-0.15
241823,A. Cruz,Mexico,Lobos BUAP,LB,20,66,66.04000091552734,-0.04
189343,M. Bruscagin,Italy,Venezia FC,CB,28,66,65.8499984741211,0.15
213152,C. Morris,England,Norwich City,ST,22,66,65.91000366210938,0.09
212385,A. Syhre,Germany,FC Würzburger Kickers,CB,23,66,65.97000122070312,0.03
214177,L. Paz,Colombia,Deportes Tolima,CDM,29,66,65.87000274658203,0.13
215969,L. Dos Santos,France,Valenciennes FC,LB,25,66,65.83000183105469,0.17
156321,A. Akinfenwa,England,Wycombe Wanderers,LS,36,66,66.12000274658203,-0.12
221857,Jin Jingdao,China PR,Shandong Luneng TaiShan FC,RM,26,66,66.52999877929688,-0.53
223137,F. Bonazzoli,Italy,Padova,RS,21,66,65.87000274658203,0.13
229793,B. Tetteh,Ghana,Sparta Praha,LS,20,66,66.19999694824219,-0.2
230561,J. Grot,Netherlands,VVV-Venlo,LW,20,66,65.93000030517578,0.07
232609,G. Notsuda,Japan,Vegalta Sendai,RF,24,66,66.30000305175781,-0.3
235425,D. Jones,United States,Philadelphia Union,CDM,21,66,66.02999877929688,-0.03
237217,N. Hansen,Denmark,Columbus Crew SC,RM,23,66,65.83000183105469,0.17
